candidate_key,gps_start,detector,robustness_class_idxq4_64_queryq4_64,native_score_idxq4_64_queryq4_64,autoencoder_percentile_mean,autoencoder_percentile_seed_42,autoencoder_mse_seed_42,autoencoder_percentile_seed_314159,autoencoder_mse_seed_314159,autoencoder_percentile_seed_271828,autoencoder_mse_seed_271828
L1:1378879356,1378879356.0,L1,ROBUST,0.223610371351242,0.10687022900763359,0.09923664122137404,0.8077586889266968,0.11450381679389313,0.7803113460540771,0.10687022900763359,0.7904943823814392
L1:1369308572,1369308572.0,L1,ROBUST,0.2236547172069549,0.22900763358778628,0.22137404580152673,0.8559142351150513,0.24427480916030533,0.8368411064147949,0.22137404580152673,0.8385119438171387
L1:1383363452,1383363452.0,L1,ROBUST,0.2236918807029724,0.3206106870229008,0.25190839694656486,0.8611285090446472,0.40458015267175573,0.8786929845809937,0.3053435114503817,0.858129620552063
L1:1377528060,1377528060.0,L1,ROBUST,0.2237493991851806,0.989821882951654,0.9923664122137404,1.2301747798919678,0.9847328244274809,1.222728967666626,0.9923664122137404,1.198718547821045
L1:1383192860,1383192860.0,L1,ROBUST,0.2237647026777267,0.050890585241730284,0.030534351145038167,0.7531532049179077,0.061068702290076333,0.7503485679626465,0.061068702290076333,0.7496066093444824
L1:1376693596,1376693596.0,L1,ROBUST,0.2240564674139022,0.989821882951654,0.9923664122137404,1.164192795753479,0.9847328244274809,1.1575130224227905,0.9923664122137404,1.1655148267745972
L1:1376380156,1376380156.0,L1,ROBUST,0.2241264730691909,0.1272264631043257,0.09923664122137404,0.7982444763183594,0.183206106870229,0.8081055283546448,0.09923664122137404,0.7834823131561279
L1:1369236124,1369236124.0,L1,ROBUST,0.2242228239774704,0.183206106870229,0.15267175572519084,0.8313361406326294,0.1984732824427481,0.8189900517463684,0.1984732824427481,0.8225719928741455
L1:1384792060,1384792060.0,L1,ROBUST,0.2242437750101089,0.05597964376590331,0.04580152671755725,0.7695504426956177,0.06870229007633588,0.7541821002960205,0.05343511450381679,0.7371995449066162
L1:1370559196,1370559196.0,L1,ROBUST,0.2242705523967743,0.07633587786259542,0.061068702290076333,0.7811156511306763,0.06870229007633588,0.754489541053772,0.09923664122137404,0.7772220373153687
L1:1370010076,1370010076.0,L1,ROBUST,0.2248593270778656,0.6768447837150128,0.6946564885496184,0.9670341610908508,0.6259541984732825,0.9671846032142639,0.7099236641221374,0.9706374406814575
L1:1381737404,1381737404.0,L1,AMBIGUOUS,0.2195913642644882,0.025445292620865142,0.015267175572519083,0.7471413612365723,0.030534351145038167,0.7350997924804688,0.030534351145038167,0.729232907295227
L1:1369529020,1369529020.0,L1,AMBIGUOUS,0.219423621892929,0.09923664122137404,0.061068702290076333,0.7799327373504639,0.11450381679389313,0.7814913988113403,0.12213740458015267,0.7961188554763794
L1:1378893308,1378893308.0,L1,AMBIGUOUS,0.2193067669868469,0.8218829516539441,0.816793893129771,1.0173155069351196,0.7938931297709924,1.008291482925415,0.8549618320610687,1.0094062089920044
L1:1378653084,1378653084.0,L1,AMBIGUOUS,0.2192724049091339,0.989821882951654,0.9923664122137404,2.1586756706237793,0.9847328244274809,2.0975501537323,0.9923664122137404,1.8933544158935547
L1:1379337916,1379337916.0,L1,AMBIGUOUS,0.2192097008228302,0.5114503816793893,0.4961832061068702,0.9193304777145386,0.4961832061068702,0.926247775554657,0.5419847328244275,0.9278282523155212
