gps_start,gps_end,source_path,source_start,source_end,detector,run,calibration_score,bootstrap_block_index
1368993796.0,1368993828.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06240442395210266,305
1368993860.0,1368993892.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.057908181101083755,305
1368993924.0,1368993956.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06306472420692444,305
1368993988.0,1368994020.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06509704142808914,305
1368994052.0,1368994084.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05571465939283371,305
1368994116.0,1368994148.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.056195154786109924,305
1368994180.0,1368994212.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0639423355460167,305
1368994244.0,1368994276.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06641047447919846,305
1368994308.0,1368994340.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05617258697748184,305
1368994372.0,1368994404.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.11111883819103241,305
1368994436.0,1368994468.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05851150304079056,305
1368994500.0,1368994532.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.1028556302189827,305
1368994564.0,1368994596.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.0654960498213768,305
1368994628.0,1368994660.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.055939070880413055,305
1368994692.0,1368994724.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.059609755873680115,305
1368994756.0,1368994788.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.05719008296728134,305
1368994820.0,1368994852.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.059013254940509796,305
1368994884.0,1368994916.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06199515610933304,306
1368994948.0,1368994980.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.07769852131605148,306
1368995012.0,1368995044.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06308097392320633,306
1368995076.0,1368995108.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06354247033596039,306
1368995140.0,1368995172.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06213586404919624,306
1368995204.0,1368995236.0,E:\o4a\1368973312\L1_1368993792_1368997888.hdf5,1368993792.0,1368997888.0,L1,O4a,0.06165642663836479,306
